"DistrictName","EstablishmentCode","EstablishmentName","BRCName","CRCName","SchoolLevel","ManagementName","LocalityHabitation","SubdivisionName","ConstituencyName","RevenueBlockName","CivicBodyName","WardName","PostOfficeName","PhoneNo","FaxNo","EmailID","Website","LocatedInRuralOrUrban","DiseCode","EstablishedDate","DistrictHQDistance (in Km)","CRCDistance (in Km)","BACDistance (in Km)","IsRecognized","RecognizedBy","ContactPersonName","LowestClass","HighestClass","BoardName"
"East","S0894","KIDS WORLD SCHOOL, PENLONG","Gangtok Brc","Penlong Government Secondary School","PS","Private (Unaided)","PENLONG BAZAR","Gangtok","Kabi Lungchuk","Gangtok","Navay Shotak","Penlong","Penlong","9474980637/9002145553","NA","NA","NA","Urban Area","305102","34750.61944444444","8","1","15","Not Recognized","NA","NA","Class 1","Class 5","I.C.S.E."
"East","S0248","LINGDOK GOVERNMENT SENIOR SECONDARY SCHOOL","Gangtok Brc","Penlong Government Secondary School","SSS","State Govt.","LINGDOK NAMPONG","Gangtok","Kabi Lungchuk","Gangtok","Lingdok Nampong","Lingdok","Lingdok","9434126870","NA","lingdoksss@gmail.com","NA","Urban Area","305801","17899","25","10","30","Recognized","State Government","NA","Class 1","Class 12","C.B.S.E."
"East","S0882","MAYAL ENGLISH MEDIUM SCHOOL, LINGDOK","Gangtok Brc","Penlong Government Secondary School","JHS","Private (Unaided)","LINGDOK","Gangtok","Kabi Lungchuk","Lingdok","Lingdok Nampong","8th Mile Lingdok","Lingdok","943439117 / 9002999308","NA","NA","NA","Urban Area","305802","38033.61944444444","24","15","30","Recognized","HRDD GOVT.OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0252","NAMPONG GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Penlong Government Secondary School","JHS","State Govt.","NAMPONG BUSTY","Gangtok","Kabi Lungchuk","Nampong","Lingdok Nampong","Nampong","Lingdok","NA","NA","NA","NA","Urban Area","NA","28126","35","18","35","Recognized","Govt of sikkim HRDD","NA","Class 1","Class 8","C.B.S.E."
"East","S0255","NAVEY GOVERNMENT PRIMARY SCHOOL","Gangtok Brc","Penlong Government Secondary School","PS","State Govt.","NAVEY","Gangtok","Kabi Lungchuk","Navey","Navay Shotak","Navey","Penlong","9609854715","NA","NA","NA","Urban Area","NA","29221","10","2","28","Recognized","State Govt.","NA","Class 1","Class 5","C.B.S.E."
"East","S0250","PANGTHANG GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Penlong Government Secondary School","JHS","State Govt.","PANGTHANG","Gangtok","Kabi Lungchuk","Gangtok","Lingdok Nampong","Lingdok","Lingdok","9474525233","NA","NA","NA","Urban Area","NA","27760","12","6","22","Recognized","HRDD","NA","Class 1","Class 8","C.B.S.E."
"East","S0261","PANGTHANG SAP GOVERNMENT PRIMARY SCHOOL","Gangtok Brc","Penlong Government Secondary School","PS","State Govt.","PANGTHANG","Gangtok","Kabi Lungchuk","Navey","Navay Shotak","Navey","Penlong","NA","NA","NA","NA","Urban Area","305602","34335","10","4","19","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"East","S0896","PARADISE ACADEMY, LINGDOK","Gangtok Brc","Penlong Government Secondary School","PS","Private (Unaided)","LINGDOK","Gangtok","Kabi Lungchuk","Lingdok","Lingdok Nampong","Lingdok","Lingdok","9679248116","NA","NA","NA","Urban Area","NA","39856.61944444444","26","0.5","26","Recognized","HRDD GOVT.OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S0515","PENLONG GOVERNMENT SECONDARY SCHOOL","Gangtok Brc","Penlong Government Secondary School","SS","State Govt.","PENLONG","Gangtok","Kabi Lungchuk","Gangtok","Navay Shotak","Penlong","Penlong","9002569052","NA","penlongskm@gmail.com","NA","Urban Area","305701","22493","8","0","8","Recognized","STATE GOVERNMENT","NA","Class 1","Class 10","C.B.S.E."
"East","S0885","RAINBOW PRIMARY SCHOOL, LINGDOK","Gangtok Brc","Penlong Government Secondary School","PS","Private (Unaided)","LINGDOK 8TH MILE","Gangtok","Kabi Lungchuk","Lingdok","Lingdok Nampong","Lingdok","Lingdok","9547246081/9434408002","NA","noelingdok@gmail.com","NA","Urban Area","305804","29221.61944444444","25","2","20","Recognized","HRDD","NA","Class 1","Class 5","C.B.S.E."
"East","S0514","SOTAK GOVERNMENT PRIMARY SCHOOL","Gangtok Brc","Penlong Government Secondary School","PS","State Govt.","SHOTAK BLOCK","Gangtok","Kabi Lungchuk","Gangtok","Navay Shotak","Shotak","Penlong","9434447829","NA","NA","NA","Urban Area","305301","29952","12","3","16","Recognized","NA","NA","Class 1","Class 5","C.B.S.E."
"East","S0892","TAKTSE INTERNATIONAL SCHOOL, PENLONG","Gangtok Brc","Penlong Government Secondary School","SSS","Local Body","NA","Gangtok","Kabi Lungchuk","Navey","Lingdok Nampong","Nampong","Gangtok Bazar","03592237081/390","237081","taktse@mac.com","www.taktse.org","Urban Area","NA","38782.61944444444","0","0","12","Recognized","CAMBRIDGE UNIVERSITY","NA","Class 1","Class 12","I.G.C.S.E."
"East","S0893","THE GAY WAY ACADEMY /NORTH POINT SCHOOL, BOJOGHARI","Gangtok Brc","Penlong Government Secondary School","JHS","Private (Unaided)","BOJOGHARI","Gangtok","Gangtok","Gangtok","Gangtok","Burtuk","Bhojoghari","9563344945","NA","UPRETY92@GMAIL.COM","NA","Rural Area","305502","32143.61944444444","0","0","15","Recognized","EDUCATION DEPTT. HRDD GANGTOK SIKKIM","NA","Class 1","Class 8","I.C.S.E."
"East","S0941","BAHAI SECONDARY SCHOOL, TADONG","Gangtok Brc","Tadong Government Senior Secondary School","SS","Private (Unaided)","BAHA I SECONDARY SCHOOL TADONG","Gangtok","Martam-rumtek","Tadong","Gangtok","Tadong","Tadong","232066/270037","NA","NA","NA","Rural Area","NA","27395.61960648148","8","1","5","Recognized","STATE GOVT. OF SIKKIM CBSE","NA","Class 1","Class 10","C.B.S.E."
"East","S0217","CHATURSINGH RAI GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","JHS","State Govt.","LOWER ARITHANG","Gangtok","Arithang","Gangtok","Gangtok","Burtuk","Gangtok Head Office","9434447467","NA","NA","NA","Rural Area","301201","31048","1","0.5","1","Recognized","HRDD Govt of Sikkim","NA","Class 1","Class 8","C.B.S.E."
"East","S0458","DEORALI GIRLS GOVERNMENT SENIOR SECONDARY SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","SSS","State Govt.","DEORALI","Gangtok","Gangtok","Gangtok","Gangtok","Tadong","Tadong","3592280956","280956","principal_dgss@redi//mail.com","www.deoraligirlsschool.org.","Rural Area","NA","27395","3","3","3","Recognized","STATE GOVERNMENT","NA","Class 1","Class 12","C.B.S.E."
"East","S0962","DREAM LAND ACADEMY, DEORALI","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Local Body","DEORALI","Gangtok","Upper Tadong","Gangtok","Gangtok","Deorali","Tadong","9434153458","NA","NA","NA","Rural Area","NA","34700.425","2","1","2.5","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0961","DREAM LAND ACADEMY, TADONG","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Local Body","TADONG","Gangtok","Martam-rumtek","Gangtok","Gangtok","Tadong","Tadong","9593284800","NA","NA","NA","Rural Area","NA","35431.425","4","0.5","2","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0932","GEN NEXT ACADEMY, TADONG","Gangtok Brc","Tadong Government Senior Secondary School","LPS","Private (Unaided)","GAIRI GAON TADONG","Gangtok","Martam-rumtek","Gangtok","Gangtok","Tadong","Tadong","8509933743","NA","NA","NA","Rural Area","NA","39500.61944444444","6","1","7","Recognized","H.R.D.D","NA","Class 1","Class 4","NA"
"East","S0943","GOLDEN KIDS PRIMARY SCHOOL, TADONG BAZAR","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","NEAR TADONG SSS","Gangtok","Martam-rumtek","Gangtok","Gangtok","Tadong","Tadong","9851587494","NA","NA","NA","Rural Area","NA","37309.42552083333","6","6","6","Recognized","HRDDEPTT. GOVT. OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S0971","GREEN DALE SENIOR SECONDARY SCHOOL, TADONG","Gangtok Brc","Tadong Government Senior Secondary School","SSS","Private (Unaided)","DARAGAON","Gangtok","Upper Tadong","Gangtok","Gangtok","Tadong","Tadong","913592232157","913592271199","NA","NA","Rural Area","NA","34335.39625","5","4","4","Recognized","HRDD, GOVT. OF SIKKIM","NA","Class 1","Class 12","C.B.S.E."
"East","S0967","HOLY CROSS SCHOOL, TADONG","Gangtok Brc","Tadong Government Senior Secondary School","SSS","Private (Unaided)","6th MILE, TADONG","Gangtok","Martam-rumtek","Tadong","Gangtok","Tadong","Samdur","03592-231179","03592-270532","NA","NA","Rural Area","NA","31048.39583333333","0","0","0","Recognized","CBSE","NA","Class 1","Class 12","C.B.S.E."
"East","S1478","HOPE ACADEMY","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","SAMDUR","Gangtok","Namcheybong","Gangtok","Gangtok","Deorali","Samdur","7407184487","NA","NA","NA","Rural Area","NA","41686.60208333333","10","10","10","Recognized","HRDD","NA","Class 1","Class 5","NA"
"East","S0963","JOYBELLS SCHOOL, TADONG","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","TADONG, NEAR KRISHI BHAWAN","Gangtok","Martam-rumtek","Gangtok","Gangtok","Tadong","Tadong","3592645817","NA","NA","NA","Rural Area","NA","30682.425","5","2","5","Recognized","HRDD, GOVT. OF SIKKIM","NA","Class 1","Class 8","NA"
"East","S1256","KENDRIYA VIDHYALAYA, GANGTOK","Gangtok Brc","Tadong Government Senior Secondary School","SSS","Central Govt.","MIDDLE SYARI","Gangtok","Shyari","Gangtok Private Estate Arithang","Gangtok","Syari Or Tathangchen","Tadong","3592232646","NA","NA","NA","Rural Area","NA","27851.69974537037","8","4","8","Recognized","CENTRAL GOVERNMENT","NA","Class 1","Class 12","C.B.S.E."
"East","S0212","LINGDING GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","JHS","State Govt.","LINGDING BUSTY","Gangtok","Upper-burtuk","Gangtok","Gangtok","Lower Sichey","Gangtok Bazar","NA","NA","NA","NA","Rural Area","301301","32509","8","5","6","Recognized","state government","NA","Class 1","Class 8","C.B.S.E."
"East","S0506","LOWER SYARI GOVERNMENT SECONDARY SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","SS","State Govt.","SYARI","Gangtok","Upper-burtuk","Gangtok","Tathangchen Syari","Tallo Syari","Tadong","231768","NA","NA","NA","Urban Area","NA","27395.72638888889","10","3","8","Recognized","State government","NA","Class 1","Class 10","C.B.S.E."
"East","S0208","LUMSEY GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","JHS","State Govt.","LUMSEY","Gangtok","Gangtok","Gangtok","Gangtok","Tadong","Tadong","NA","NA","NA","NA","Rural Area","NA","37987","8","3","6","Recognized","HRDD","NA","Class 1","Class 8","C.B.S.E."
"East","S0942","MICKEYS INTERNATIONAL, DEORALI","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","DEORALI","Gangtok","Martam-rumtek","Gangtok","Gangtok","Tadong","Deorali","9474353646","NA","NA","NA","Rural Area","NA","34700.425","5","0","0","Recognized","STATE GOVT.","NA","Class 1","Class 8","C.B.S.E."
"East","S1219","MOUNT CARMEL ACADEMY, DEORALI","Gangtok Brc","Tadong Government Senior Secondary School","LPS","Private (Unaided)","DEORALI","Gangtok","Gangtok","Gangtok","Rawtey Rumtek","Chinzey","Deorali","03592-203356","NA","NA","NA","Urban Area","NA","39485.60902777778","0","0","0","Not Recognized","NA","NA","Class 1","Class 5","NA"
"East","S1248","MOUNT ZION SCHOOL (KIDZEE), 5TH MILE","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","5TH MILE TADONG","Gangtok","Upper Tadong","Tadong","Gangtok","Tadong","Tadong","271200","271201","NA","NA","Rural Area","NA","NA","0","0","0","Recognized","HRDD","NA","Class 1","Class 8","NA"
"East","S1474","NEIL TARA ACADEMY","Gangtok Brc","Tadong Government Senior Secondary School","SS","Private (Unaided)","DPH GANGTOK","Gangtok","Gangtok","Gangtok Private Estate Arithang","Gangtok","Diesel Power House","Gangtok Head Office","NA","NA","NA","NA","Rural Area","NA","NA","3","5","10","Not Recognized","NA","NA","Class 1","Class 10","I.C.S.E."
"East","S1383","OYSTERS ACADEMY, LINGDING","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","LINGDING","Gangtok","Martam-rumtek","Sicheygaon","Gangtok","Lower Sichey","Tadong","9153436258/9800920592","NA","OYSTERSACADEMY@GMAIL.COM","NA","Rural Area","NA","40575.61527777778","5","2","5","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0938","PALDEN KHANGSAR SCHOOL, ARITHANG","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","ARITHANG","Gangtok","Arithang","Gangtok","Gangtok","Arithang","Gangtok Bazar","9734929278","NA","NA","NA","Rural Area","NA","35796.425","0","0","0","Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0959","ROCKVALE ACADEMY, 5TH MILE","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","5th MILE, TADONG","Gangtok","Martam-rumtek","Gangtok Private Estate Arithang","Gangtok","Tadong","Tadong","9800792928","NA","NA","NA","Rural Area","NA","35065.60902777778","9","3","8","Recognized","STATE GOVT.","NA","Class 1","Class 5","C.B.S.E."
"East","S1220","SAI GURUKUL ACADEMY, 5TH MILE","Gangtok Brc","Tadong Government Senior Secondary School","SS","Private (Unaided)","GANGTOK","NA","Gangtok","sankhu-khandu","Gangtok","Tadong","Tadong","9593286630","NA","NA","NA","Rural Area","NA","38447.72569444445","5","2","5","Recognized","GOVT. OF SIKKIM, HRDD","NA","Class 1","Class 10","I.C.S.E."
"East","S0503","SAMDUR GOVERNMENT PRIMARY SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","PS","State Govt.","SAMDUR","Gangtok","Namcheybong","Tadong","Gangtok","Ranipool","Samdur","NA","NA","NA","NA","Rural Area","302201","29312","9","2","9","Recognized","State Govt.","NA","Class 1","Class 5","C.B.S.E."
"East","S0947","SARASWATI VIDYA NIKETAN, TADONG, VIDYA BHARATI SIKKIM","Gangtok Brc","Tadong Government Senior Secondary School","PS","Local Body","TADONG","Gangtok","Upper Tadong","Tadong","Gangtok","Dara Goan","Tadong","8768976443","NA","NA","NA","Rural Area","NA","38753.425","5","1","5","Recognized","VIDYA BHARATI SIKKIM","NA","Class 1","Class 5","NA"
"East","S0953","SAVELLIE ROW SCHOOL, DEORALI","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","DEORALI BAZAR","Gangtok","Arithang","Gangtok","Gangtok","Deorali","Deorali","9434126879","NA","NA","NA","Rural Area","NA","34700.59027777778","4","2.5","4","Recognized","HRDD AND UD&HD","NA","Class 1","Class 8","NA"
"East","S0969","SERNYA ENGLISH MEDIUM SCHOOL, LOWER SYARI","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","LOWER SYARI LIBING","Gangtok","Shyari","Gangtok","Gangtok","Syari Or Tathangchen","Tadong","9434143991","NA","NA","NA","Rural Area","NA","35431.59027777778","8","8","10","Recognized","STATE GOVERNMENT OF SIKKIM (H.R.D.D)","NA","Class 1","Class 8","C.B.S.E."
"East","S0935","SERNYA SCHOOL, INDIRA BYE PASS","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","INDIRA BYE PASS","Gangtok","Martam-rumtek","Gangtok","Gangtok","Upper Sichey","Tadong","9434143991","NA","NA","NA","Rural Area","NA","35065.64236111111","0","0","0","Recognized","STATE GOVERNMENT OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S0964","SYARI MODEL SCHOOL, SYARI","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","UPPER SYARI","Gangtok","Arithang","Gangtok","Gangtok","Syari Or Tathangchen","Deorali","03592-280334","NA","Syari_Model_school@yahoo.com","NA","Rural Area","NA","36998.60902777778","4","3","4","Recognized","HRDD, GOVT. OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S0195","TADONG GOVERNMENT SENIOR SECONDARY SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","SSS","State Govt.","TADONG","Gangtok","Martam-rumtek","Tadong","Gangtok","Tadong","Tadong","231175","NA","tadongschool@gmail.com","NA","Rural Area","NA","19815","7","0","10","Recognized","HRDD Govt of Sikkim","NA","Class 1","Class 12","C.B.S.E."
"East","S0955","TINY PEARLS SCHOOL, 6TH MILE TADONG","Gangtok Brc","Tadong Government Senior Secondary School","JHS","Private (Unaided)","6th MILE TADONG","Gangtok","Gangtok","Gangtok","Gangtok","Tadong","Samdur","231604/9434446292","NA","NA","NA","Rural Area","NA","34335.39583333334","12","2","12","Recognized","H.R.D.D. GOVT. OF SIKKIM","NA","Class 1","Class 8","NA"
"East","S1380","TOUCHWOOD KIDS ACADEMY, PHEWAK BUSTY","Gangtok Brc","Tadong Government Senior Secondary School","PS","Private (Unaided)","PHEWAK BUSTY","Gangtok","Upper Tadong","Gangtok","Gangtok","Tadong","Tadong","9932294546","NA","NA","NA","Rural Area","NA","40953.46170138889","4","1.5","2","Not Recognized","NA","NA","Class 1","Class 5","NA"
"East","S0213","UPPER SYARI GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Tadong Government Senior Secondary School","JHS","State Govt.","UPPER SYARI","Gangtok","Gangtok","Gangtok Private Estate Arithang","Tathangchen Syari","Tathangchen","Deorali","9434117595","NA","razeverraz@gmail.com","NA","Urban Area","NA","27395","0","0","0","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"East","S0939","ANNES HOUSE NURSERY SCHOOL, BALUWAKHANI, GANGTOK (SIKKIM)","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","PS","Private (Unaided)","URBAN","Gangtok","Shyari","Gangtok","Gangtok","Upper Sichey","Raj Bhawan","03592-205110","NA","NA","NA","Rural Area","NA","31048.71805555556","0","0","0","Recognized","GOVT. OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S1146","ANNES HOUSE NURSERY SCHOOL, UPPER SICHEY","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","JHS","Private (Unaided)","UPPER SICHEY","Gangtok","Shyari","Sicheygaon","Gangtok","Upper Sichey","Sinchey Goan","9733308407","NA","NA","NA","Rural Area","NA","37257","0","0","0","Recognized","DELHI BOARD","NA","Class 1","Class 8","NA"
"East","S0504","BURTUK GOVERNMENT JUNIOR HIGH SCHOOL","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","JHS","State Govt.","BURTUK","Gangtok","Upper-burtuk","Burtuk","Naitam Nandok","Nandok","Nandok","641788","NA","jhsupperburtuk@gmail.com","NA","Urban Area","300901","27395.72638888889","1.5","0.5","2","Recognized","NA","NA","Class 1","Class 8","C.B.S.E."
"East","S0940","DAFFODILS HOME SECONDARY SCHOOL, GANGTOK","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","SS","Private (Unaided)","DEVELOPMENT AREA, GANGTOK, SIKKIM","NA","Gangtok","sankhu-khandu","Gangtok","Development Area","Gangtok Bazar","207656","NA","daffodils.home@yahoo.com","NA","Rural Area","NA","29587.425","1","0","0","Recognized","STATE & CENTRAL","NA","Class 1","Class 10","C.B.S.E."
"East","S0950","HAPPY HOURS NURSERY SCHOOL, LAL MARKET","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","PS","Private (Unaided)","LALL MARKET, GANGTOK","Gangtok","Gangtok","Gangtok","Gangtok","Upper Mg Marg","Gangtok Bazar","03592-204274","NA","NA","NA","Rural Area","NA","31413.39583333333","0","0","0","Recognized","HRDD","NA","Class 1","Class 5","NA"
"East","S0921","KIDDIES CORNER AN ENGLISH FOUNDATION SCHOOL, UPPER SICHEY","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","PS","Private (Unaided)","UPPER SICHEY GANGTOK","Gangtok","Gangtok","Ranka","Gangtok","Upper Sichey","Sinchey Goan","9775863307","NA","NA","NA","Rural Area","NA","39814.39583333334","0","0","0","Recognized","EDUCATION DEPTT. GOVT. OF SIKKIM GANGTOK","NA","Class 1","Class 5","NA"
"East","S1149","KYI-DE-KHANG SECONDARY SCHOOL, SICHEY","Gangtok Brc","Tashi Namgyal Government Senior Secondary School","SS","Private (Unaided)","SICHEY","Gangtok","Gangtok","Gangtok Private Estate Arithang","Gangtok","Upper Sichey","Gangtok Bazar","03592 284532","NA","kyidikhang@gmail.com","NA","Rural Area","NA","29587.71597222222","4","0","0.5","Not Recognized","NA","NA","Class 1","Class 10","NA"
